"","order","species","adult_body_mass_g","adult_head_body_len_mm","home_range_km2","litter_size"
"4493","Soricomorpha","Sorex haydeni",NA,NA,NA,7
"4494","Soricomorpha","Sorex hosonoi",NA,59.99,NA,NA
"4495","Soricomorpha","Sorex hoyi",3.37,53.99,NA,5.84
"4496","Soricomorpha","Sorex isodon",12.23,74.87,NA,7.09
"4497","Soricomorpha","Sorex jacksoni",6.01,63.64,NA,NA
"4498","Soricomorpha","Sorex kozlovi",NA,NA,NA,NA
"4499","Soricomorpha","Sorex leucogaster",NA,NA,NA,NA
"4500","Soricomorpha","Sorex longirostris",3.29,51.14,NA,3.99
"4501","Soricomorpha","Sorex lyelli",4.99,NA,NA,NA
"4502","Soricomorpha","Sorex macrodon",8.61,NA,NA,NA
"4503","Soricomorpha","Sorex maritimensis",NA,NA,NA,NA
"4504","Soricomorpha","Sorex merriami",5.99,60.01,NA,5.99
"4505","Soricomorpha","Sorex milleri",4.07,NA,NA,NA
"4506","Soricomorpha","Sorex minutissimus",2.46,52.04,NA,8.99
"4507","Soricomorpha","Sorex palustris",13.07,74.87,0.002320105,5.46
"4508","Soricomorpha","Sorex ventralis",7,NA,NA,NA
"4509","Soricomorpha","Sorex veraecrucis",NA,NA,NA,NA
"4510","Soricomorpha","Sorex veraepacis",7.5,NA,NA,NA
"4511","Soricomorpha","Sorex volnuchini",NA,NA,NA,NA
"4512","Soricomorpha","Sorex yukonicus",NA,NA,NA,NA
"4513","Soricomorpha","Soriculus nigrescens",14.58,98.49,NA,4.89
"4514","Cetacea","Sotalia fluviatilis",42833.44,NA,NA,0.97
"4515","Cetacea","Sousa chinensis",279999.99,NA,NA,1
"4516","Cetacea","Sousa teuszii",99999.99,NA,NA,NA
"4517","Rodentia","Spalacopus cyanus",100.86,132.78,7.86164e-05,3.14
"4518","Rodentia","Spalax arenarius",NA,NA,NA,NA
"4519","Rodentia","Spalax carmeli",NA,NA,NA,NA
"4520","Rodentia","Spalax ehrenbergi",164.35,NA,NA,NA
"4521","Rodentia","Spalax galili",NA,NA,NA,NA
"4522","Rodentia","Spalax giganteus",NA,NA,NA,NA
"4523","Rodentia","Spalax golani",NA,NA,NA,NA
"4524","Artiodactyla","Aepyceros melampus",52591.69,1420,1.97,0.98
"4525","Diprotodontia","Aepyprymnus rufescens",2810.31,NA,NA,1.03
"4526","Rodentia","Aeretes melanopterus",NA,NA,NA,NA
"4527","Rodentia","Aeromys tephromelas",1187,378.86,NA,1.07
"4528","Rodentia","Aeromys thomasi",1430.19,340.5,NA,NA
"4529","Chiroptera","Aethalops aequalis",NA,NA,NA,NA
"4530","Chiroptera","Aethalops alecto",15,NA,NA,0.99
"4531","Rodentia","Aethomys bocagei",NA,NA,NA,NA
"4532","Rodentia","Spermophilus erythrogenys",NA,NA,NA,7.77
"4533","Rodentia","Spermophilus franklinii",457.64,245.61,0.13,8.69
"4534","Rodentia","Spermophilus fulvus",778.38,NA,NA,5.99
"4535","Rodentia","Spermophilus lateralis",175.1,214.38,NA,5.18
"4536","Rodentia","Spermophilus madrensis",207.12,171.48,NA,4.34
"4537","Rodentia","Spermophilus major",NA,NA,NA,NA
"4538","Rodentia","Spermophilus mexicanus",177.49,193.4,NA,5.91
"4539","Rodentia","Spermophilus mohavensis",213.18,156.53,0.01,6.5
"4540","Rodentia","Spermophilus mollis",165.4,NA,0.000957999,7.97
"4541","Rodentia","Spermophilus musicus",NA,NA,NA,NA
"4542","Rodentia","Spermophilus pallidicauda",NA,NA,NA,NA
"4543","Rodentia","Spermophilus parryii",747.09,278.92,0.02,6.5
"4544","Rodentia","Spermophilus perotensis",140,179,NA,6.07
"4545","Rodentia","Spermophilus pygmaeus",173.46,NA,NA,7.08
"4546","Rodentia","Spermophilus ralli",NA,NA,NA,NA
"4547","Rodentia","Spermophilus relictus",599.99,NA,NA,4.89
"4548","Rodentia","Spermophilus richardsonii",325.1,210.97,0.00402332,7.59
"4549","Rodentia","Spermophilus saturatus",NA,NA,NA,NA
"4550","Rodentia","Spermophilus spilosoma",106.64,145.5,0.009534137,6.94
"4551","Rodentia","Spermophilus suslicus",252,NA,NA,5.49
"4552","Rodentia","Spermophilus tereticaudus",147.57,154.53,0.01,6.32
"4553","Rodentia","Spermophilus townsendii",207.29,173.15,NA,8.49
"4554","Rodentia","Spermophilus tridecemlineatus",174.91,137.5,0.01,8.08
"4555","Rodentia","Spermophilus undulatus",742.91,NA,0.02,7.77
"4556","Rodentia","Spermophilus variegatus",714.58,273.5,0.03,4.93
"4557","Rodentia","Spermophilus washingtoni",215.09,166,NA,7.88
"4558","Rodentia","Spermophilus xanthoprymnus",NA,NA,NA,4.99
"4559","Chiroptera","Sphaerias blanfordi",28.88,NA,NA,NA
"4560","Chiroptera","Sphaeronycteris toxophyllum",16.06,NA,NA,NA
"4561","Rodentia","Sphiggurus ichillus",NA,NA,NA,NA
"4562","Rodentia","Sphiggurus insidiosus",998.32,NA,NA,0.97
"4563","Rodentia","Sphiggurus melanurus",1900,398.8,NA,NA
"4564","Artiodactyla","Addax nasomaculatus",96077.36,NA,NA,1
"4565","Rodentia","Aepeomys lugens",37,NA,NA,NA
"4566","Rodentia","Aepeomys reigi",NA,NA,NA,NA
"4567","Rodentia","Aethomys chrysophilus",80.85,141.52,NA,3.09
"4568","Rodentia","Aethomys hindei",140.65,NA,0.000609998,2.05
"4569","Rodentia","Aethomys ineptus",133.16,142,NA,NA
"4570","Rodentia","Aethomys kaiseri",89.99,NA,NA,3
"4571","Rodentia","Aethomys nyikae",NA,NA,NA,3.56
"4572","Rodentia","Aethomys silindensis",NA,NA,NA,NA
"4573","Rodentia","Aethomys stannarius",NA,NA,NA,NA
"4574","Rodentia","Aethomys thomasi",NA,NA,NA,NA
"4575","Carnivora","Ailuropoda melanoleuca",117999.99,1345.98,3.55,1.62
"4576","Diprotodontia","Ailurops melanotis",NA,NA,NA,NA
"4577","Diprotodontia","Ailurops ursinus",10000,NA,NA,NA
"4578","Carnivora","Ailurus fulgens",5170.08,582.32,1.43,1.7
"4579","Rodentia","Akodon aerosus",59.99,NA,NA,NA
"4580","Diprotodontia","Spilocuscus maculatus",4060.46,457.96,NA,1.26
"4581","Diprotodontia","Spilocuscus papuensis",NA,NA,NA,NA
"4582","Diprotodontia","Spilocuscus rufoniger",5999.99,NA,NA,1.02
"4583","Carnivora","Spilogale angustifrons",NA,NA,NA,NA
"4584","Carnivora","Spilogale gracilis",NA,NA,NA,NA
"4585","Carnivora","Spilogale putorius",566.49,299.49,0.29,5.07
"4586","Carnivora","Spilogale pygmaea",365,NA,NA,4
"4587","Rodentia","Srilankamys ohiensis",NA,NA,NA,NA
"4588","Rodentia","Steatomys bocagei",NA,NA,NA,NA
"4589","Rodentia","Steatomys caurinus",NA,NA,NA,NA
"4590","Rodentia","Steatomys cuppedius",NA,NA,NA,NA
"4591","Rodentia","Steatomys jacksoni",NA,NA,NA,NA
"4592","Rodentia","Steatomys krebsii",20.67,NA,NA,4.62
"4593","Rodentia","Steatomys opimus",40,116.15,NA,NA
"4594","Rodentia","Steatomys parvus",4.99,NA,NA,NA
"4595","Rodentia","Steatomys pratensis",30.58,NA,NA,3.96
"4596","Cetacea","Stenella attenuata",65733.59,2135,NA,0.99
"4597","Cetacea","Stenella clymene",NA,NA,NA,NA
"4598","Cetacea","Stenella coeruleoalba",142102.96,2300.84,NA,1.75
"4599","Cetacea","Stenella frontalis",109999.99,2130,NA,NA
"4600","Cetacea","Stenella longirostris",50500,2130,NA,0.97
"4601","Cetacea","Steno bredanensis",130000,2439.99,NA,NA
"4602","Rodentia","Stenocephalemys albipes",NA,NA,NA,4.41
"4603","Rodentia","Stenocephalemys albocaudata",144,NA,NA,NA
"4604","Rodentia","Stenocephalemys griseicauda",85.75,NA,NA,NA
"4605","Rodentia","Stenocephalemys ruppi",48.99,NA,NA,NA
"4606","Chiroptera","Stenoderma rufum",21.1,61.87,NA,0.99
"4607","Rodentia","Stochomys longicaudatus",70.95,NA,NA,2.38
"4608","Diprotodontia","Strigocuscus celebensis",NA,NA,NA,NA
"4609","Diprotodontia","Strigocuscus pelengensis",NA,NA,NA,NA
"4610","Chiroptera","Sturnira aratathomasi",49.67,89.27,NA,0.99
"4611","Chiroptera","Sturnira bidens",18.05,NA,NA,0.99
"4612","Chiroptera","Sturnira bogotensis",19.94,NA,NA,0.98
"4613","Chiroptera","Sturnira erythromos",15.53,NA,NA,0.99
"4614","Chiroptera","Sturnira lilium",20.19,65.96,NA,0.99
"4615","Chiroptera","Sturnira ludovici",21,NA,NA,0.99
"4616","Chiroptera","Sturnira luisi",NA,NA,NA,NA
"4617","Chiroptera","Sturnira magna",NA,NA,NA,0.98
"4618","Chiroptera","Sturnira mistratensis",NA,NA,NA,NA
"4619","Chiroptera","Sturnira mordax",11.79,NA,NA,0.98
"4620","Chiroptera","Sturnira nana",NA,NA,NA,0.98
"4621","Chiroptera","Sturnira oporaphilum",21.99,NA,NA,NA
"4622","Chiroptera","Sturnira thomasi",NA,NA,NA,NA
"4623","Chiroptera","Sturnira tildae",24.39,NA,NA,0.98
"4624","Chiroptera","Styloctenium wallacei",172.42,164.5,NA,NA
"4625","Rodentia","Stylodipus andrewsi",NA,NA,NA,NA
"4626","Rodentia","Stylodipus sungorus",NA,NA,NA,NA
"4627","Rodentia","Stylodipus telum",59.99,NA,0.00350188,3.49
"4628","Soricomorpha","Suncus aequatorius",NA,NA,NA,NA
"4629","Soricomorpha","Suncus ater",NA,NA,NA,NA
"4630","Soricomorpha","Suncus dayi",NA,NA,NA,NA
"4631","Soricomorpha","Suncus etruscus",2.26,NA,NA,4
"4632","Soricomorpha","Suncus fellowesgordoni",NA,NA,NA,NA
"4633","Soricomorpha","Suncus hosei",NA,NA,NA,NA
"4634","Soricomorpha","Suncus infinitesimus",4.4,NA,NA,NA
"4635","Soricomorpha","Suncus lixus",8,NA,NA,2.99
"4636","Soricomorpha","Suncus madagascariensis",2.47,NA,NA,NA
"4637","Soricomorpha","Suncus malayanus",4.99,NA,NA,NA
"4638","Soricomorpha","Suncus megalura",5.38,NA,NA,1.89
"4639","Soricomorpha","Suncus mertensi",NA,NA,NA,NA
"4640","Soricomorpha","Suncus montanus",NA,NA,NA,NA
"4641","Soricomorpha","Suncus murinus",43.76,126.36,NA,3.1
"4642","Soricomorpha","Suncus remyi",4.03,NA,NA,NA
"4643","Soricomorpha","Suncus stoliczkanus",NA,NA,NA,NA
"4644","Soricomorpha","Suncus varilla",4.99,NA,NA,3.49
"4645","Soricomorpha","Suncus zeylanicus",NA,NA,NA,NA
"4646","Rodentia","Sundamys infraluteus",418.5,NA,NA,NA
"4647","Rodentia","Sundamys maxi",NA,NA,NA,NA
"4648","Chiroptera","Tadarida fulminans",33.89,NA,NA,1
"4649","Chiroptera","Tadarida insignis",NA,NA,NA,NA
"4650","Chiroptera","Tadarida kuboriensis",26.8,NA,NA,NA
"4651","Artiodactyla","Tragelaphus scriptus",43250.39,1247.1,0.02,1
"4652","Artiodactyla","Tragelaphus spekii",75554.25,1520.84,NA,1
"4653","Artiodactyla","Tragelaphus strepsiceros",206056.41,2199.99,835.1,1
"4654","Artiodactyla","Tragulus javanicus",1889.93,514.29,NA,0.98
"4655","Artiodactyla","Tragulus kanchil",NA,NA,NA,NA
"4656","Artiodactyla","Tragulus napu",5273.67,562.36,NA,0.96
"4657","Artiodactyla","Tragulus nigricans",NA,NA,NA,NA
"4658","Artiodactyla","Tragulus versicolor",NA,NA,NA,NA
"4659","Artiodactyla","Tragulus williamsoni",NA,NA,NA,NA
"4660","Carnivora","Tremarctos ornatus",123176.97,1766.58,NA,1.44
"4661","Chiroptera","Triaenops auritus",NA,NA,NA,NA
"4662","Chiroptera","Triaenops furculus",5.56,67.5,NA,NA
"4663","Chiroptera","Triaenops persicus",13.18,NA,NA,NA
"4664","Chiroptera","Triaenops rufus",9.1,87.49,NA,NA
"4665","Sirenia","Trichechus inunguis",418001.19,2751.93,NA,1
"4666","Sirenia","Trichechus manatus",467324.83,3494.78,NA,1.22
"4667","Sirenia","Trichechus senegalensis",454000,3499.99,NA,1
"4668","Diprotodontia","Trichosurus arnhemensis",1540.74,NA,NA,1.01
"4669","Diprotodontia","Trichosurus caninus",3115.06,NA,0.02,1.02
"4670","Diprotodontia","Trichosurus cunninghami",NA,NA,NA,NA
"4671","Diprotodontia","Trichosurus johnstonii",NA,NA,NA,NA
"4672","Diprotodontia","Trichosurus vulpecula",2685.39,472.78,0.03,1.02
"4673","Rodentia","Trichys fasciculata",1750,414.99,NA,NA
"4674","Rodentia","Trinomys albispinus",284.99,NA,NA,NA
"4675","Chiroptera","Tadarida latouchei",NA,NA,NA,NA
"4676","Perissodactyla","Tapirus pinchaque",156923.4,NA,6.38,1
"4677","Perissodactyla","Tapirus terrestris",169496.64,2004.97,NA,1
"4678","Diprotodontia","Tarsipes rostratus",9.66,77.34,0.000814137,2.93
"4679","Primates","Tarsius bancanus",114.39,106.59,0.01,1
"4680","Primates","Tarsius dentatus",110.42,117.5,0.003855591,1.01
"4681","Primates","Tarsius pelengensis",165,NA,NA,1.02
"4682","Primates","Tarsius pumilus",NA,100,NA,1.01
"4683","Rodentia","Sphiggurus mexicanus",2000,NA,NA,0.98
"4684","Rodentia","Sphiggurus pruinosus",NA,NA,NA,NA
"4685","Rodentia","Sphiggurus roosmalenorum",NA,NA,NA,NA
"4686","Rodentia","Sphiggurus spinosus",750.78,NA,NA,NA
"4687","Rodentia","Sphiggurus vestitus",736,NA,NA,NA
"4688","Rodentia","Sphiggurus villosus",1750.01,NA,NA,1
"4689","Diprotodontia","Spilocuscus kraemeri",NA,NA,NA,1.02
"4690","Rodentia","Acomys cahirinus",41.16,NA,0.000880412,2.43
"4691","Rodentia","Acomys chudeaui",NA,NA,NA,NA
"4692","Rodentia","Acomys cilicicus",NA,NA,NA,NA
"4693","Rodentia","Acomys cineraceus",NA,84.74,NA,NA
"4694","Rodentia","Acomys dimidiatus",NA,NA,NA,NA
"4695","Rodentia","Acomys ignitus",NA,NA,NA,NA
"4696","Rodentia","Acomys johannis",NA,NA,NA,NA
"4697","Rodentia","Acomys kempi",21.99,NA,NA,NA
"4698","Rodentia","Acomys louisae",20.19,NA,NA,NA
"4699","Rodentia","Acomys minous",62.5,NA,NA,NA
"4700","Rodentia","Acomys mullah",NA,NA,NA,NA
"4701","Rodentia","Acomys nesiotes",NA,NA,NA,NA
"4702","Rodentia","Acomys percivali",21.99,NA,NA,NA
"4703","Rodentia","Acomys russatus",42.35,111.08,0.000488186,2.5
"4704","Rodentia","Acomys seurati",NA,NA,NA,NA
"4705","Rodentia","Acomys spinosissimus",26.5,NA,NA,2.71
"4706","Rodentia","Acomys subspinosus",21.92,NA,NA,NA
"4707","Rodentia","Acomys wilsoni",18.5,79.76,NA,2.29
"4708","Rodentia","Aconaemys fuscus",129.95,NA,NA,3.23
"4709","Rodentia","Aconaemys porteri",NA,NA,NA,NA
"4710","Rodentia","Aconaemys sagei",96.49,NA,NA,NA
"4711","Diprotodontia","Acrobates pygmaeus",13.84,NA,0.005959065,2.8
"4712","Rodentia","Sundamys muelleri",356.48,239,NA,NA
"4713","Rodentia","Sundasciurus brookei",114.05,186.14,NA,NA
"4714","Rodentia","Sundasciurus davensis",NA,210,NA,NA
"4715","Rodentia","Sundasciurus fraterculus",NA,NA,NA,NA
"4716","Rodentia","Sundasciurus hippurus",357.79,227.98,NA,NA
"4717","Rodentia","Sundasciurus hoogstraali",NA,210,NA,NA
"4718","Rodentia","Sundasciurus jentinki",NA,210,NA,NA
"4719","Rodentia","Sundasciurus juvencus",NA,210,NA,NA
"4720","Rodentia","Sundasciurus lowii",84.99,137.56,NA,2.46
"4721","Rodentia","Sundasciurus mindanensis",NA,210,NA,NA
"4722","Rodentia","Sundasciurus moellendorffi",NA,210,NA,NA
"4723","Rodentia","Sundasciurus philippinensis",NA,210,NA,NA
"4724","Rodentia","Sundasciurus rabori",NA,210,NA,NA
"4725","Rodentia","Sundasciurus samarensis",225,210,NA,NA
"4726","Rodentia","Sundasciurus steerii",NA,210,NA,NA
"4727","Rodentia","Sundasciurus tenuis",74.87,168.37,NA,3.11
"4728","Soricomorpha","Surdisorex norae",23.57,95.99,NA,1.41
"4729","Soricomorpha","Surdisorex polulus",8.99,NA,NA,1.49
"4730","Carnivora","Suricata suricatta",729.99,285.71,11.76,3.86
"4731","Artiodactyla","Sus ahoenobarbus",NA,NA,NA,NA
"4732","Artiodactyla","Sus barbatus",135805.95,1349.99,NA,6.59
"4733","Artiodactyla","Sus bucculentus",NA,NA,NA,NA
"4734","Artiodactyla","Sus cebifrons",190792.3,1349.99,NA,4.58
"4735","Artiodactyla","Sus celebensis",53813.21,NA,NA,3.24
"4736","Artiodactyla","Sus oliveri",NA,NA,NA,NA
"4737","Artiodactyla","Sus philippensis",190792.3,1349.99,NA,6.24
"4738","Artiodactyla","Sus salvanius",7974.13,599.66,0.15,3.66
"4739","Artiodactyla","Sus scrofa",84471.54,1349.99,1.18,4.52
"4740","Artiodactyla","Sus verrucosus",89406.23,1250,NA,5.47
"4741","Chiroptera","Syconycteris australis",17.6,67.38,NA,1
"4742","Chiroptera","Syconycteris carolinae",39.67,NA,NA,NA
"4743","Chiroptera","Syconycteris hobbit",20.06,68.87,NA,0.98
"4744","Artiodactyla","Sylvicapra grimmia",15639.15,960.71,NA,0.98
"4745","Lagomorpha","Sylvilagus aquaticus",2133.34,457.55,0.01,3
"4746","Lagomorpha","Sylvilagus audubonii",880.88,325.24,0.03,3
"4747","Lagomorpha","Sylvilagus bachmani",714.53,303.78,0.0022227,3.35
"4748","Lagomorpha","Sylvilagus brasiliensis",986.74,363.29,NA,1.9
"4749","Lagomorpha","Sylvilagus cognatus",NA,385.99,NA,NA
"4750","Lagomorpha","Sylvilagus cunicularius",2489.54,435.98,NA,3.71
"4751","Lagomorpha","Sylvilagus dicei",NA,374.48,NA,4.5
"4752","Lagomorpha","Sylvilagus floridanus",1207.19,371,0.01,4.62
"4753","Lagomorpha","Sylvilagus graysoni",964.01,428.6,NA,NA
"4754","Lagomorpha","Sylvilagus insonus",2999.98,392.49,NA,NA
"4755","Lagomorpha","Sylvilagus mansuetus",NA,294.99,NA,NA
"4756","Lagomorpha","Sylvilagus nuttallii",801.54,324.46,NA,4.79
"4757","Lagomorpha","Sylvilagus obscurus",NA,NA,NA,NA
"4758","Lagomorpha","Sylvilagus palustris",1355.23,401.8,0.03,2.96
"4759","Lagomorpha","Sylvilagus robustus",NA,394.2,NA,NA
"4760","Lagomorpha","Sylvilagus transitionalis",813.51,362.99,0.004289748,4.41
"4761","Lagomorpha","Sylvilagus varynaensis",NA,NA,NA,NA
"4762","Soricomorpha","Sylvisorex camerunensis",NA,NA,NA,NA
"4763","Soricomorpha","Sylvisorex granti",NA,NA,NA,1.78
"4764","Soricomorpha","Sylvisorex howelli",NA,NA,NA,NA
"4765","Soricomorpha","Sylvisorex isabellae",NA,NA,NA,NA
"4766","Soricomorpha","Sylvisorex johnstoni",3.19,53.07,NA,NA
"4767","Soricomorpha","Sylvisorex konganensis",5.15,NA,NA,NA
"4768","Soricomorpha","Sylvisorex lunaris",18.78,NA,NA,2.69
"4769","Soricomorpha","Sylvisorex morio",NA,NA,NA,1.99
"4770","Soricomorpha","Sylvisorex ollula",16.59,83.54,NA,NA
"4771","Soricomorpha","Sylvisorex oriundus",NA,NA,NA,NA
"4772","Soricomorpha","Sylvisorex pluvialis",NA,NA,NA,NA
"4773","Soricomorpha","Sylvisorex vulcanorum",3.49,NA,NA,NA
"4774","Primates","Symphalangus syndactylus",10839,824.99,0.22,1.02
"4775","Rodentia","Synaptomys borealis",21.3,NA,NA,4.27
"4776","Rodentia","Synaptomys cooperi",28.01,105.5,0.000847162,3.09
"4777","Artiodactyla","Syncerus caffer",592665.98,2525.86,63.73,1.08
"4778","Rodentia","Syntheosciurus brochus",NA,162,NA,NA
"4779","Monotremata","Tachyglossus aculeatus",4499.97,375,0.44,1
"4780","Rodentia","Tachyoryctes ankoliae",NA,NA,NA,NA
"4781","Rodentia","Tachyoryctes annectens",NA,NA,NA,NA
"4782","Rodentia","Tachyoryctes audax",NA,NA,NA,NA
"4783","Rodentia","Tachyoryctes daemon",NA,NA,NA,NA
"4784","Rodentia","Tachyoryctes ibeanus",NA,NA,NA,NA
"4785","Rodentia","Tachyoryctes macrocephalus",621.88,209,NA,1
"4786","Rodentia","Tachyoryctes naivashae",NA,NA,NA,NA
"4787","Rodentia","Tachyoryctes rex",NA,NA,NA,NA
"4788","Rodentia","Tachyoryctes ruandae",NA,NA,NA,1.4
"4789","Rodentia","Tachyoryctes ruddi",NA,NA,NA,NA
"4790","Rodentia","Tachyoryctes spalacinus",NA,NA,NA,NA
"4791","Rodentia","Tachyoryctes splendens",227.13,197.65,7.80443e-05,1.41
"4792","Rodentia","Tachyoryctes storeyi",NA,NA,NA,NA
"4793","Chiroptera","Tadarida aegyptiaca",17.63,75,NA,0.99
"4794","Chiroptera","Tadarida australis",36.4,NA,NA,1
"4795","Chiroptera","Tadarida brasiliensis",12.61,41.49,NA,1.11
"4796","Chiroptera","Tadarida lobata",NA,NA,NA,NA
"4797","Chiroptera","Tadarida teniotis",28.07,84,NA,0.98
"4798","Chiroptera","Tadarida ventralis",NA,NA,NA,NA
"4799","Rodentia","Taeromys arcuatus",NA,NA,NA,NA
"4800","Rodentia","Taeromys callitrichus",NA,NA,NA,NA
"4801","Rodentia","Taeromys celebensis",NA,NA,NA,NA
"4802","Rodentia","Taeromys hamatus",NA,NA,NA,NA
"4803","Rodentia","Taeromys microbullatus",NA,NA,NA,NA
"4804","Rodentia","Taeromys punicans",NA,NA,NA,NA
"4805","Rodentia","Taeromys taerae",NA,NA,NA,4.37
"4806","Soricomorpha","Talpa altaica",NA,169.5,NA,4.59
"4807","Soricomorpha","Talpa caeca",71.08,120,NA,NA
"4808","Soricomorpha","Talpa caucasica",NA,NA,NA,NA
"4809","Soricomorpha","Talpa davidiana",NA,140,NA,3.49
"4810","Soricomorpha","Talpa europaea",87.53,129.99,0.002281811,3.89
"4811","Soricomorpha","Talpa levantis",NA,NA,NA,NA
"4812","Soricomorpha","Talpa occidentalis",49.47,NA,NA,NA
"4813","Soricomorpha","Talpa romana",92.5,145.45,0.002738746,NA
"4814","Soricomorpha","Talpa stankovici",71.12,NA,NA,NA
"4815","Pilosa","Tamandua mexicana",4178.51,NA,0.22,NA
"4816","Pilosa","Tamandua tetradactyla",4800,559.33,2.72,1
"4817","Rodentia","Tamias alpinus",36.54,104.65,NA,4.5
"4818","Rodentia","Tamias amoenus",50.63,118.06,0.008434861,4.99
"4819","Rodentia","Tamias bulleri",100,135.85,NA,2.43
"4820","Rodentia","Tamias canipes",70.2,131.4,NA,3.88
"4821","Rodentia","Tamias cinereicollis",61.59,128,NA,4.89
"4822","Rodentia","Tamias dorsalis",63.66,125.38,0.01,4.99
"4823","Rodentia","Tamias durangae",84.99,133.91,NA,2.38
"4824","Rodentia","Tamias merriami",74.77,133.95,NA,4.5
"4825","Rodentia","Tamias minimus",42.87,111.56,0.01,4.95
"4826","Rodentia","Tamias obscurus",72.99,128.11,NA,3.49
"4827","Rodentia","Tamias ochrogenys",91.69,151.04,NA,NA
"4828","Rodentia","Tamias palmeri",60.74,125.02,NA,3.93
"4829","Rodentia","Tamias panamintinus",51.73,115.99,NA,4.04
"4830","Rodentia","Tamias quadrimaculatus",83.62,140.12,0.005589918,5.93
"4831","Rodentia","Tamias quadrivittatus",57.49,122.41,0.02,3.92
"4832","Rodentia","Tamias ruficaudus",60.06,124.26,NA,4.85
"4833","Rodentia","Tamias rufus",53.6,NA,0.007408495,NA
"4834","Rodentia","Tamias senex",89.35,145.45,0.01,4.37
"4835","Rodentia","Tamias sibiricus",94.16,148.7,0.001508451,5.01
"4836","Rodentia","Tamias siskiyou",75,145.27,NA,NA
"4837","Rodentia","Tamias sonomae",75,133.63,NA,4
"4838","Rodentia","Tamias speciosus",60.83,124.69,0.01,4.14
"4839","Rodentia","Tamias striatus",NA,146.47,NA,NA
"4840","Rodentia","Tamias townsendii",79.12,139.23,0.0072278,3.75
"4841","Rodentia","Tamias umbrinus",51.75,123.66,0.02,6.8
"4842","Rodentia","Tamiasciurus douglasii",225,190.96,0.003531743,5.49
"4843","Rodentia","Tamiasciurus hudsonicus",200.24,188.42,0.007743219,3.93
"4844","Rodentia","Tamiasciurus mearnsi",NA,NA,NA,NA
"4845","Rodentia","Tamiops maritimus",66.77,132.31,NA,2.59
"4846","Rodentia","Tamiops mcclellandii",45.84,104.61,NA,2.38
"4847","Rodentia","Tamiops rodolphii",NA,NA,NA,NA
"4848","Rodentia","Tamiops swinhoei",NA,NA,NA,3.4
"4849","Rodentia","Tapecomys primus",NA,NA,NA,NA
"4850","Chiroptera","Taphozous achates",NA,NA,NA,NA
"4851","Chiroptera","Taphozous australis",NA,NA,NA,NA
"4852","Chiroptera","Taphozous georgianus",30.52,NA,NA,1
"4853","Chiroptera","Taphozous hamiltoni",NA,NA,NA,NA
"4854","Chiroptera","Taphozous hildegardeae",29.37,NA,NA,1
"4855","Chiroptera","Taphozous hilli",21.99,NA,NA,NA
"4856","Chiroptera","Taphozous kapalgensis",26.45,NA,NA,NA
"4857","Chiroptera","Taphozous longimanus",25.11,NA,NA,0.99
"4858","Chiroptera","Taphozous mauritianus",27.97,84.99,NA,1
"4859","Chiroptera","Taphozous melanopogon",25.99,NA,NA,0.99
"4860","Chiroptera","Taphozous nudiventris",32.49,85.99,NA,1
"4861","Chiroptera","Taphozous perforatus",24.43,72.49,NA,0.99
"4862","Chiroptera","Taphozous theobaldi",36.83,NA,NA,NA
"4863","Chiroptera","Taphozous troughtoni",NA,NA,NA,NA
"4864","Perissodactyla","Tapirus bairdii",293781.59,2199.99,1.15,1
"4865","Perissodactyla","Tapirus indicus",311209.19,2224.85,9.4,1
"4866","Primates","Tarsius sangirensis",165,NA,NA,1.02
"4867","Primates","Tarsius syrichta",115.91,117.74,0.007129928,1.01
"4868","Rodentia","Abditomys latidens",268.09,224,NA,NA
"4869","Rodentia","Abeomelomys sevia",54.88,127.29,NA,1
"4870","Rodentia","Abrawayaomys ruschii",62.99,NA,NA,NA
"4871","Rodentia","Abrocoma bennettii",250.5,NA,NA,4.86
"4872","Rodentia","Abrocoma boliviensis",158,NA,NA,NA
"4873","Rodentia","Abrocoma budini",NA,NA,NA,NA
"4874","Rodentia","Abrocoma cinerea",193.64,NA,NA,2.19
"4875","Rodentia","Abrocoma famatina",NA,NA,NA,NA
"4876","Rodentia","Abrocoma shistacea",NA,NA,NA,NA
"4877","Rodentia","Abrocoma uspallata",NA,NA,NA,NA
